operation,new_time,atr01/acc_x_mean,atr01/acc_x_var,atr01/acc_y_mean,atr01/acc_y_var,atr01/acc_z_mean,atr01/acc_z_var,atr02/acc_x_mean,atr02/acc_x_var,atr02/acc_y_mean,atr02/acc_y_var,atr02/acc_z_mean,atr02/acc_z_var,timestamp_mean,timestamp_var
500,1,0.6090858208955224,0.3149873463899603,0.17112089552238804,0.5156290090748504,0.6076235074626866,0.22491893985731468,0.519580223880597,0.3982480036149312,0.07232985074626866,0.29737701371233727,0.5019399253731344,0.15560190203295313,1643532859005.153,2.3669204657159754e+19
500,2,0.5658932835820896,0.2882730905914247,0.1488231343283582,0.35388987257141274,0.586010447761194,0.17111864041477998,0.5095708955223881,0.36377726304488783,0.04851305970149253,0.31088496031569657,0.5316917910447762,0.14689470420202372,1643532859035.9478,2.366920464616113e+19
500,3,0.6020462686567164,0.36873271193359053,0.13876455223880596,0.2951857526338812,0.577709328358209,0.16193465837707532,0.5467966417910448,0.42766116871527193,0.0337794776119403,0.280047150925569,0.5255227611940299,0.1641385386934708,1643532859066.7424,2.3669204635157148e+19
500,4,0.6238794776119403,0.3609582784162054,0.1665850746268657,0.28650843423332767,0.6073305970149254,0.1896088839292303,0.5490757462686567,0.43072906184401005,-0.008884328358208952,0.2997317926373747,0.5754518656716419,0.1866406080489407,1643532859097.5374,2.3669204624142574e+19
500,5,0.5802731343283583,0.30176968054894077,0.19459067164179106,0.3267963587516072,0.6382835820895523,0.19150399575940513,0.4900828358208955,0.42557507783162823,-0.04060074626865671,0.2754434727335235,0.5580817164179105,0.16293323221127506,1643532859128.332,2.3669204613146296e+19
500,6,0.5011,0.23606970891385762,0.22530820895522385,0.30049754937056294,0.666668656716418,0.16844963953826378,0.4543152985074627,0.3483917374055287,-0.05575559701492537,0.2716190547625636,0.5719813432835821,0.15748367972552965,1643532859159.127,2.36692046021354e+19
500,7,0.4883973880597015,0.21639445246506242,0.2555776119402985,0.32659152848566164,0.6851466417910448,0.17866214541939168,0.46595410447761193,0.34580080533889546,-0.0686384328358209,0.3170700315885458,0.5809436567164179,0.16343219572740234,1643532859189.9216,2.366920459113755e+19
500,8,0.5040873134328359,0.2402991808871373,0.2928223880597015,0.2685577416691824,0.6956701492537314,0.1827745636748839,0.4282305970149254,0.31199630340488577,-0.10657014925373134,0.41748217131533333,0.6050828358208956,0.2075856213522275,1643532859220.7163,2.366920458012794e+19
500,9,0.527518656716418,0.22645870444463073,0.3393768656716418,0.26180638500586945,0.6938414179104477,0.2211079034841243,0.40454029850746265,0.3065135423399855,-0.13920932835820893,0.34686627740329234,0.580794776119403,0.16378608701380729,1643532859251.5112,2.3669204569124594e+19
500,10,0.4726820895522388,0.23265138409748995,0.34359701492537315,0.2524460198412435,0.6647067164179105,0.15308171643412138,0.4467152985074627,0.2800190606265024,-0.13674179104477613,0.3555157408686902,0.571310447761194,0.1747768727743306,1643532859282.306,2.3669204558121902e+19
500,11,0.4848944029850746,0.1970955764854101,0.3413332089552239,0.23796784597168663,0.6665130597014924,0.19091421716962942,0.4608451492537314,0.3661092651823745,-0.1675686567164179,0.3537945266543686,0.6073294776119402,0.22153698081320924,1643532859313.1008,2.366920454711089e+19
500,12,0.48806455223880596,0.2996236578024205,0.3542955223880597,0.22753519248923895,0.613415671641791,0.17436231039018393,0.5017212686567164,0.30383272909651177,-0.17092164179104477,0.3348480424512269,0.541780223880597,0.21037720286586736,1643532859343.8955,2.366920453611265e+19
500,13,0.5191891791044776,0.209294712429286,0.3794063432835821,0.20686645220680314,0.6324951492537314,0.1956704588902398,0.48373246268656717,0.333303648342976,-0.1830813432835821,0.2960146138828332,0.5216529850746269,0.22511753845547566,1643532859374.6902,2.366920452510195e+19
500,14,0.5349380597014926,0.2467909418419141,0.3458470149253731,0.1879942514891833,0.638469776119403,0.191830891779725,0.4600555970149254,0.33975147768391195,-0.15166082089552238,0.254341607859998,0.4925600746268657,0.1708144655535526,1643532859405.485,2.366920451410017e+19
500,15,0.5302522388059702,0.26329496415227244,0.33430037313432837,0.22298809284630225,0.6119835820895522,0.16910503830622173,0.48873619402985075,0.3803139056888311,-0.14040335820895522,0.27199370062538447,0.4782630597014925,0.17646327859285027,1643532859436.2798,2.3669204503098774e+19
500,16,0.5200996268656716,0.27261844026203264,0.3332518656716418,0.2152004308204763,0.6430727611940299,0.22115315419908876,0.4760358208955224,0.4741120301727318,-0.1534902985074627,0.30143070065459204,0.5203085820895522,0.21358748775378722,1643532859467.0747,2.3669204492094616e+19
500,17,0.5247932835820895,0.29120745703337236,0.32927798507462686,0.24064615535622436,0.6168604477611941,0.19454218854212088,0.47271940298507464,0.4299806967756721,-0.14538358208955224,0.25745375014142774,0.5200794776119403,0.19609645676826556,1643532859497.8694,2.3669204481089057e+19
500,18,0.5001914179104477,0.28586773696727047,0.3263891791044776,0.23066426276636492,0.6278,0.20780003655430715,0.4796332089552238,0.428201189117754,-0.09211828358208955,0.3897586635221364,0.49066492537313433,0.19178342947677343,1643532859528.664,2.36692044700803e+19
500,19,0.4686567164179104,0.2687772112281289,0.3214059701492537,0.19999314633126503,0.635535447761194,0.2135880567537313,0.48495111940298513,0.4046018296242106,-0.11507276119402986,0.22913297989197273,0.4676298507462686,0.1814209652479177,1643532859559.459,2.3669204459073556e+19
500,20,0.48533731343283587,0.26083863650511485,0.33110820895522386,0.21014864450164908,0.620589552238806,0.21385458648219569,0.45529962686567166,0.44899733494368055,-0.1150294776119403,0.270921124034183,0.47904477611940294,0.18788722360556764,1643532859590.2537,2.3669204448071262e+19
500,21,0.46088992537313433,0.27341258180823397,0.36649514925373133,0.22613996263555808,0.6659298507462686,0.2422944880194531,0.44006679104477614,0.39597649623385855,-0.12094253731343282,0.2646985855995304,0.46636641791044775,0.17123922261333777,1643532859621.0486,2.3669204437065273e+19
500,22,0.48378097014925375,0.32202051016085304,0.3386444029850746,0.20481707401349994,0.6360026119402985,0.20723096624783385,0.4504201492537313,0.46248653315053934,-0.14072126865671644,0.28138376190550063,0.5034391791044776,0.18488446396486674,1643532859651.8433,2.3669204426062115e+19
500,23,0.4599738805970149,0.32619702643132675,0.3661044776119403,0.23207042537313446,0.6602324626865671,0.231179332837358,0.46091194029850746,0.4945398967108278,-0.1597858208955224,0.2690362473637431,0.5037615671641792,0.21317529098929502,1643532859682.638,2.366920441505973e+19
500,24,0.49082089552238806,0.3138463429325285,0.3507805970149254,0.21959521535245122,0.641085447761194,0.22100864731552897,0.41847761194029853,0.4362366170998939,-0.1626026119402985,0.2674020860980212,0.4968682835820895,0.22760946988917763,1643532859713.4329,2.3669204404046946e+19
500,25,0.5274242537313434,0.292262622218542,0.3272018656716418,0.22850233156953983,0.6267026119402985,0.2629508618283582,0.45898619402985075,0.4557691467375203,-0.15308208955223881,0.27010517248700344,0.47161156716417907,0.23120452230015645,1643532859744.2275,2.3669204393050214e+19
500,26,0.49353544776119407,0.25585645630429305,0.32514179104477614,0.2362531789960311,0.6003783582089552,0.17864916642126435,0.45746417910447756,0.40697003204539123,-0.15275597014925374,0.2743908203013024,0.4712402985074627,0.2286683450366147,1643532859775.0225,2.3669204382040433e+19
500,27,0.5082630597014924,0.23220132653292525,0.3286597014925373,0.2543620906545922,0.6205999999999999,0.2369398811235954,0.4663242537313433,0.3896680508327744,-0.12706380597014927,0.2682038484603667,0.4405973880597015,0.18734748130401366,1643532859805.8171,2.366920437103244e+19
500,28,0.4688276119402985,0.2703499646279837,0.2944514925373134,0.22184301269439313,0.6191485074626866,0.21401874775057295,0.4678365671641791,0.4303979509424786,-0.13190671641791044,0.2599970186064062,0.47730708955223883,0.1901761660544189,1643532859836.612,2.366920436003232e+19
500,29,0.5631667910447761,0.2401887593799261,0.2876167910447761,0.22961804192674273,0.6057526119402985,0.22009943164109236,0.467505223880597,0.4608462779501367,-0.12139888059701492,0.22515778483020288,0.4684320895522388,0.20553498847951254,1643532859867.4067,2.366920434903065e+19
500,30,0.5285522388059701,0.27394891426463175,0.2884208955223881,0.2104578887003187,0.6312108208955224,0.26497770508846225,0.5128738805970149,0.378453316543686,-0.12691567164179104,0.26634248417295553,0.4927899253731343,0.21537659222021904,1643532859898.2014,2.366920433802651e+19
500,31,0.49931492537313427,0.24660766584381452,0.297514552238806,0.19426941173500478,0.6531619402985075,0.2308094738269327,0.5066470149253731,0.3690175908150259,-0.13331119402985075,0.2464229692375203,0.48910335820895523,0.21290783972650787,1643532859928.9963,2.366920432701483e+19
500,32,0.4893824626865672,0.26330135073997984,0.30703171641791044,0.19810592434610666,0.6386179104477612,0.2859396624495503,0.5059567164179104,0.326009175347979,-0.1499805970149254,0.266607627562189,0.47785708955223877,0.2049754870282017,1643532859959.791,2.3669204316015686e+19
